speaker,season,episode,episode_code,episode_title,line_count,word_count
Chase,6,6,06x06,Brave Heart,64,560
Cameron,6,6,06x06,Brave Heart,56,513
Foreman,6,6,06x06,Brave Heart,42,436
Donny,6,6,06x06,Brave Heart,32,336
Cuddy,6,6,06x06,Brave Heart,23,215
Wilson,6,6,06x06,Brave Heart,23,252
Cheryl,6,6,06x06,Brave Heart,13,163
Brian,6,6,06x06,Brave Heart,12,104
Priest,6,6,06x06,Brave Heart,8,85
Michael,6,6,06x06,Brave Heart,5,22
Ayala,6,6,06x06,Brave Heart,4,68
Nona,6,6,06x06,Brave Heart,4,35
Singh,6,6,06x06,Brave Heart,4,31
Cop,6,6,06x06,Brave Heart,2,11
Dex,6,6,06x06,Brave Heart,2,13
Marta,6,6,06x06,Brave Heart,2,10
Cop 2,6,6,06x06,Brave Heart,1,8
Nurse,6,6,06x06,Brave Heart,1,12
House,6,7,06x07,Known Unknowns,108,1799
Wilson,6,7,06x07,Known Unknowns,55,652
Cameron,6,7,06x07,Known Unknowns,46,553
Chase,6,7,06x07,Known Unknowns,35,369
Jordan,6,7,06x07,Known Unknowns,33,362
Foreman,6,7,06x07,Known Unknowns,32,314
Cuddy,6,7,06x07,Known Unknowns,31,329
Phoebe,6,7,06x07,Known Unknowns,19,176
Michelle,6,7,06x07,Known Unknowns,12,72
Derek,6,7,06x07,Known Unknowns,9,77
Keener,6,7,06x07,Known Unknowns,7,90
Lucas,6,7,06x07,Known Unknowns,5,52
Audience,6,7,06x07,Known Unknowns,2,5
Avery,6,7,06x07,Known Unknowns,2,10
Kaitlin,6,7,06x07,Known Unknowns,2,10
Madison,6,7,06x07,Known Unknowns,2,42
Man At Dance,6,7,06x07,Known Unknowns,2,19
Security Guard,6,7,06x07,Known Unknowns,2,10
Band Member,6,7,06x07,Known Unknowns,1,12
Convention Registrar,6,7,06x07,Known Unknowns,1,6
Doctor,6,7,06x07,Known Unknowns,1,14
Joseph,6,7,06x07,Known Unknowns,1,1
House,6,8,06x08,Teamwork,88,1584
Chase,6,8,06x08,Teamwork,76,782
Cameron,6,8,06x08,Teamwork,46,730
Foreman,6,8,06x08,Teamwork,42,427
Hank,6,8,06x08,Teamwork,33,500
Taub,6,8,06x08,Teamwork,20,324
Thirteen,6,8,06x08,Teamwork,19,212
Wilson,6,8,06x08,Teamwork,15,256
Lucas,6,8,06x08,Teamwork,12,340
Cuddy,6,8,06x08,Teamwork,11,136
Rick,6,8,06x08,Teamwork,9,93
Lexa,6,8,06x08,Teamwork,7,78
Phyllis,6,8,06x08,Teamwork,2,47
Dr Turner,6,8,06x08,Teamwork,1,29
Mr Klingman,6,8,06x08,Teamwork,1,3
Porn Actress,6,8,06x08,Teamwork,1,6
Topless Actress,6,8,06x08,Teamwork,1,2
House,6,9,06x09,Ignorance Is Bliss,132,1742
Taub,6,9,06x09,Ignorance Is Bliss,66,599
Sidas,6,9,06x09,Ignorance Is Bliss,52,667
Chase,6,9,06x09,Ignorance Is Bliss,49,419
Thirteen,6,9,06x09,Ignorance Is Bliss,38,304
Cuddy,6,9,06x09,Ignorance Is Bliss,32,312
Foreman,6,9,06x09,Ignorance Is Bliss,26,211
Dara,6,9,06x09,Ignorance Is Bliss,24,188
Wilson,6,9,06x09,Ignorance Is Bliss,22,170
Lucas,6,9,06x09,Ignorance Is Bliss,14,89
Beringer,6,9,06x09,Ignorance Is Bliss,10,151
Rachel,6,9,06x09,Ignorance Is Bliss,9,108
Ronnie,6,9,06x09,Ignorance Is Bliss,7,38
Cashier,6,9,06x09,Ignorance Is Bliss,3,15
Jeffrey,6,9,06x09,Ignorance Is Bliss,3,12
Diana,6,9,06x09,Ignorance Is Bliss,2,8
House Sitter,6,9,06x09,Ignorance Is Bliss,2,27
Man In Stall,6,9,06x09,Ignorance Is Bliss,2,4
Ronnnie,6,9,06x09,Ignorance Is Bliss,1,4
Voice On Pa,6,9,06x09,Ignorance Is Bliss,1,5
Woman,6,9,06x09,Ignorance Is Bliss,1,2
Wilson,6,10,06x10,Wilson,197,2060
House,6,10,06x10,Wilson,83,1225
Tucker,6,10,06x10,Wilson,58,631
Ashley,6,10,06x10,Wilson,21,164
Cuddy,6,10,06x10,Wilson,17,153
Melissa,6,10,06x10,Wilson,17,91
Del,6,10,06x10,Wilson,10,70
Taub,6,10,06x10,Wilson,7,64
Emily,6,10,06x10,Wilson,6,41
Sandy,6,10,06x10,Wilson,6,88
Thirteen,6,10,06x10,Wilson,6,34
Aikoa Tanaka,6,10,06x10,Wilson,4,70
Chase,6,10,06x10,Wilson,4,37
Foreman,6,10,06x10,Wilson,3,31
Juan,6,10,06x10,Wilson,3,28
Dr D'razio,6,10,06x10,Wilson,2,15
Saul,6,10,06x10,Wilson,2,9
House,6,11,06x11,The Down Low,97,1460
Thirteen,6,11,06x11,The Down Low,49,574
Taub,6,11,06x11,The Down Low,44,485
Eddie,6,11,06x11,The Down Low,43,417
Mickey,6,11,06x11,The Down Low,40,504
Wilson,6,11,06x11,The Down Low,36,333
Chase,6,11,06x11,The Down Low,32,407
Nora,6,11,06x11,The Down Low,28,315
Foreman,6,11,06x11,The Down Low,27,357
Cuddy,6,11,06x11,The Down Low,8,128
Marco,6,11,06x11,The Down Low,8,60
Tommy,6,11,06x11,The Down Low,6,27
Guy,6,11,06x11,The Down Low,1,7
Lady,6,11,06x11,The Down Low,1,2
Woman On Tv,6,11,06x11,The Down Low,1,23
Yvette,6,11,06x11,The Down Low,1,13
House,6,12,06x12,Remorse,111,1531
Thirteen,6,12,06x12,Remorse,80,886
Valerie,6,12,06x12,Remorse,67,840
Foreman,6,12,06x12,Remorse,46,529
Bill,6,12,06x12,Remorse,38,299
Wilson,6,12,06x12,Remorse,27,289
Wibberly,6,12,06x12,Remorse,22,290
Taub,6,12,06x12,Remorse,15,139
Russ,6,12,06x12,Remorse,13,105
Chase,6,12,06x12,Remorse,12,106
Cuddy,6,12,06x12,Remorse,8,129
Norris,6,12,06x12,Remorse,8,75
Sarah,6,12,06x12,Remorse,5,63
Jose,6,12,06x12,Remorse,4,19
All,6,12,06x12,Remorse,1,2
House,6,13,06x13,Moving the Chains,132,1996
Foreman,6,13,06x13,Moving the Chains,70,840
Wilson,6,13,06x13,Moving the Chains,44,461
Daryl,6,13,06x13,Moving the Chains,32,324
Marcus,6,13,06x13,Moving the Chains,29,532
Taub,6,13,06x13,Moving the Chains,25,302
Chase,6,13,06x13,Moving the Chains,16,194
Glenda,6,13,06x13,Moving the Chains,15,150
Cuddy,6,13,06x13,Moving the Chains,13,126
Jim,6,13,06x13,Moving the Chains,11,150
Lucas,6,13,06x13,Moving the Chains,10,204
Thirteen,6,13,06x13,Moving the Chains,10,97
Coach,6,13,06x13,Moving the Chains,6,38
Scout,6,13,06x13,Moving the Chains,4,17
Quarterback,6,13,06x13,Moving the Chains,2,7
All,6,13,06x13,Moving the Chains,1,1
Another Coach,6,13,06x13,Moving the Chains,1,3
Hose,6,13,06x13,Moving the Chains,1,26
Cuddy,6,14,06x14,5 to 9,211,2497
House,6,14,06x14,5 to 9,45,683
Nurse Regina,6,14,06x14,5 to 9,28,246
Lucas,6,14,06x14,5 to 9,22,267
Eli,6,14,06x14,5 to 9,18,338
Clinic Patient,6,14,06x14,5 to 9,15,206
Westbrook,6,14,06x14,5 to 9,15,153
Stan,6,14,06x14,5 to 9,11,67
Oscar,6,14,06x14,5 to 9,10,99
Gail,6,14,06x14,5 to 9,9,216
Tannenbaum,6,14,06x14,5 to 9,7,91
Wilson,6,14,06x14,5 to 9,7,64
Foreman,6,14,06x14,5 to 9,6,79
Sanford,6,14,06x14,5 to 9,6,89
Dr Thomas,6,14,06x14,5 to 9,5,114
Hourani,6,14,06x14,5 to 9,4,45
Chase,6,14,06x14,5 to 9,3,76
Dr Simpson,6,14,06x14,5 to 9,3,34
Claudia,6,14,06x14,5 to 9,2,5
Female Board Member,6,14,06x14,5 to 9,2,16
Taub,6,14,06x14,5 to 9,2,19
Man,6,14,06x14,5 to 9,1,7
Nurse,6,14,06x14,5 to 9,1,4
Thirteen,6,14,06x14,5 to 9,1,15
House,6,15,06x15,Private Lives,83,1112
Chase,6,15,06x15,Private Lives,71,941
Wilson,6,15,06x15,Private Lives,66,886
Frankie,6,15,06x15,Private Lives,46,607
Thirteen,6,15,06x15,Private Lives,24,441
Foreman,6,15,06x15,Private Lives,23,275
Taub,6,15,06x15,Private Lives,22,261
Taylor,6,15,06x15,Private Lives,19,394
Stuart,6,15,06x15,Private Lives,8,160
Cuddy,6,15,06x15,Private Lives,5,50
Mary,6,15,06x15,Private Lives,5,64
Grace,6,15,06x15,Private Lives,3,21
Joan,6,15,06x15,Private Lives,3,18
Elizabeth,6,15,06x15,Private Lives,2,19
Hostess,6,15,06x15,Private Lives,2,51
Nicole,6,15,06x15,Private Lives,2,15
Sandy,6,15,06x15,Private Lives,2,21
Adam,6,15,06x15,Private Lives,1,8
Cashier,6,15,06x15,Private Lives,1,6
Chase & Thirteen,6,15,06x15,Private Lives,1,2
Chloe,6,15,06x15,Private Lives,1,2
Dionne,6,15,06x15,Private Lives,1,13
Leeanne,6,15,06x15,Private Lives,1,12
Melodie,6,15,06x15,Private Lives,1,5
Moon Woman,6,15,06x15,Private Lives,1,8
Not-wilson,6,15,06x15,Private Lives,1,14
Surgeon,6,15,06x15,Private Lives,1,4
House,6,16,06x16,Black Hole,97,1221
Taub,6,16,06x16,Black Hole,81,697
Foreman,6,16,06x16,Black Hole,48,655
Thirteen,6,16,06x16,Black Hole,40,329
Nick,6,16,06x16,Black Hole,32,266
Wilson,6,16,06x16,Black Hole,32,292
Abby,6,16,06x16,Black Hole,31,185
Chase,6,16,06x16,Black Hole,29,282
Rachel,6,16,06x16,Black Hole,18,152
Artie,6,16,06x16,Black Hole,16,89
Mr Damon,6,16,06x16,Black Hole,10,86
Cuddy,6,16,06x16,Black Hole,4,67
Hallucination Of Young Abby,6,16,06x16,Black Hole,4,20
June,6,16,06x16,Black Hole,3,22
Saleswoman,6,16,06x16,Black Hole,3,29
Gabriella,6,16,06x16,Black Hole,2,17
All But Foreman,6,16,06x16,Black Hole,1,1
Gabiella,6,16,06x16,Black Hole,1,14
Wilson,6,17,06x17,Lockdown,37,341
Taub,6,17,06x17,Lockdown,36,422
Foreman,6,17,06x17,Lockdown,34,277
Thirteen,6,17,06x17,Lockdown,33,433
Cameron,6,17,06x17,Lockdown,29,289
House,6,17,06x17,Lockdown,29,517
Nash,6,17,06x17,Lockdown,29,379
Chase,6,17,06x17,Lockdown,25,323
Cuddy,6,17,06x17,Lockdown,24,324
Sarah,6,17,06x17,Lockdown,13,131
Donald,6,17,06x17,Lockdown,10,50
Smits,6,17,06x17,Lockdown,10,101
Loud Speaker,6,17,06x17,Lockdown,6,145
Daria,6,17,06x17,Lockdown,5,25
Walker,6,17,06x17,Lockdown,4,14
Maldonado,6,17,06x17,Lockdown,3,11
Another Guard,6,17,06x17,Lockdown,2,18
Gracie's Voice,6,17,06x17,Lockdown,2,26
Guard,6,17,06x17,Lockdown,2,22
Guard's Voice,6,17,06x17,Lockdown,1,5
Voice On Walkie Talkie,6,17,06x17,Lockdown,1,3
House,6,18,06x18,Knight Fall,119,1315
Thirteen,6,18,06x18,Knight Fall,68,667
Foreman,6,18,06x18,Knight Fall,45,397
Wilson,6,18,06x18,Knight Fall,42,368
Taub,6,18,06x18,Knight Fall,36,359
Chase,6,18,06x18,Knight Fall,35,287
William,6,18,06x18,Knight Fall,35,363
Sam,6,18,06x18,Knight Fall,31,300
Shannon,6,18,06x18,Knight Fall,22,173
Miles,6,18,06x18,Knight Fall,19,207
Cuddy,6,18,06x18,Knight Fall,17,128
Shop Clerk,6,18,06x18,Knight Fall,9,50
Sarah,6,18,06x18,Knight Fall,7,49
Lucas,6,18,06x18,Knight Fall,6,84
Chanting Crowd,6,18,06x18,Knight Fall,2,8
Man At Faire,6,18,06x18,Knight Fall,2,21
Sir Horace,6,18,06x18,Knight Fall,1,1
House,6,19,06x19,Open and Shut,75,1239
Taub,6,19,06x19,Open and Shut,69,729
Thirteen,6,19,06x19,Open and Shut,53,725
Julia,6,19,06x19,Open and Shut,40,463
Wilson,6,19,06x19,Open and Shut,39,411
Chase,6,19,06x19,Open and Shut,36,455
Sam,6,19,06x19,Open and Shut,31,313
Tom,6,19,06x19,Open and Shut,23,217
Rachel,6,19,06x19,Open and Shut,15,194
Damien,6,19,06x19,Open and Shut,13,50
Foreman,6,19,06x19,Open and Shut,10,126
Cuddy,6,19,06x19,Open and Shut,7,59
Maya,6,19,06x19,Open and Shut,6,24
Houses,6,19,06x19,Open and Shut,1,10
Operating Nurse,6,19,06x19,Open and Shut,1,7
Paula,6,19,06x19,Open and Shut,1,3
Thirteen Enters,6,19,06x19,Open and Shut,1,17
House,6,20,06x20,The Choice,128,1370
Taub,6,20,06x20,The Choice,76,719
Ted,6,20,06x20,The Choice,68,600
Nicole,6,20,06x20,The Choice,61,305
Thirteen,6,20,06x20,The Choice,56,539
Chase,6,20,06x20,The Choice,36,283
Cotter,6,20,06x20,The Choice,29,182
Wilson,6,20,06x20,The Choice,23,213
Foreman,6,20,06x20,The Choice,14,114
Cuddy,6,20,06x20,The Choice,12,95
Sam,6,20,06x20,The Choice,5,17
Nicole's Father,6,20,06x20,The Choice,4,20
Rachel,6,20,06x20,The Choice,4,25
Reverend Bowden,6,20,06x20,The Choice,3,97
Nurse Jeffrey,6,20,06x20,The Choice,2,15
All,6,20,06x20,The Choice,1,1
Esteban's Mother,6,20,06x20,The Choice,1,4
Police Officer,6,20,06x20,The Choice,1,6
House,6,21,06x21,Baggage,169,2062
Nolan,6,21,06x21,Baggage,94,1537
Alvie,6,21,06x21,Baggage,42,587
Wilson,6,21,06x21,Baggage,18,270
Jay,6,21,06x21,Baggage,14,219
Sidney,6,21,06x21,Baggage,14,108
Taub,6,21,06x21,Baggage,14,134
Cuddy,6,21,06x21,Baggage,12,206
Foreman,6,21,06x21,Baggage,7,38
Chase,6,21,06x21,Baggage,6,73
Dutch,6,21,06x21,Baggage,5,63
Ms X,6,21,06x21,Baggage,4,23
Thirteen,6,21,06x21,Baggage,4,20
Court Officer,6,21,06x21,Baggage,3,19
Durdanna,6,21,06x21,Baggage,3,45
Durkee,6,21,06x21,Baggage,3,18
Harris,6,21,06x21,Baggage,3,56
Public Defender,6,21,06x21,Baggage,2,13
Note 1,6,21,06x21,Baggage,1,65
Note 2,6,21,06x21,Baggage,1,71
Nurse,6,21,06x21,Baggage,1,8
Sam,6,21,06x21,Baggage,1,10
House,6,22,06x22,Help Me,145,1842
Hanna,6,22,06x22,Help Me,58,375
Cuddy,6,22,06x22,Help Me,50,627
Captain Mccreaney,6,22,06x22,Help Me,25,280
Taub,6,22,06x22,Help Me,18,130
Foreman,6,22,06x22,Help Me,14,143
Thirteen,6,22,06x22,Help Me,10,80
Charlie,6,22,06x22,Help Me,8,65
Jay,6,22,06x22,Help Me,8,74
Chase,6,22,06x22,Help Me,7,60
Emt,6,22,06x22,Help Me,6,24
Wilson,6,22,06x22,Help Me,6,40
Radio Answer,6,22,06x22,Help Me,1,13
Rescue Worker 1,6,22,06x22,Help Me,1,15
Rescue Worker 2,6,22,06x22,Help Me,1,4
Young Woman,6,22,06x22,Help Me,1,1
House,7,1,07x01,Now What?,102,1366
Cuddy,7,1,07x01,Now What?,71,696
Chase,7,1,07x01,Now What?,52,565
Thirteen,7,1,07x01,Now What?,40,499
Foreman,7,1,07x01,Now What?,26,310
Richardson,7,1,07x01,Now What?,22,212
Wilson,7,1,07x01,Now What?,20,206
Taub,7,1,07x01,Now What?,18,168
Alex,7,1,07x01,Now What?,15,196
Malkin,7,1,07x01,Now What?,8,120
Charlie,7,1,07x01,Now What?,1,11
House,7,2,07x02,Selfish,140,2085
Taub,7,2,07x02,Selfish,61,698
Cuddy,7,2,07x02,Selfish,49,614
Della,7,2,07x02,Selfish,23,202
Chase,7,2,07x02,Selfish,22,207
Foreman,7,2,07x02,Selfish,20,242
Wilson,7,2,07x02,Selfish,20,205
George,7,2,07x02,Selfish,14,127
Sidney,7,2,07x02,Selfish,12,147
Hugo,7,2,07x02,Selfish,10,146
Maurice,7,2,07x02,Selfish,8,72
Claire,7,2,07x02,Selfish,7,46
Hr Guy,7,2,07x02,Selfish,5,75
Announcer,7,2,07x02,Selfish,1,6
Boy In Wheelchair,7,2,07x02,Selfish,1,7
Calire,7,2,07x02,Selfish,1,5
Cudddy,7,2,07x02,Selfish,1,7
Houses,7,2,07x02,Selfish,1,7
House,7,3,07x03,Unwritten,166,2006
Alice,7,3,07x03,Unwritten,82,756
Cuddy,7,3,07x03,Unwritten,51,536
Taub,7,3,07x03,Unwritten,34,322
Foreman,7,3,07x03,Unwritten,31,420
Wilson,7,3,07x03,Unwritten,27,235
Chase,7,3,07x03,Unwritten,25,214
Sam,7,3,07x03,Unwritten,13,116
Jack,7,3,07x03,Unwritten,10,116
Christina,7,3,07x03,Unwritten,9,129
Fun Stop Attendant,7,3,07x03,Unwritten,2,33
Nurse,7,3,07x03,Unwritten,2,17
Heard Over The Intercom,7,3,07x03,Unwritten,1,9
House,7,4,07x04,Massage Therapy,103,1727
Chase,7,4,07x04,Massage Therapy,69,742
Kelly,7,4,07x04,Massage Therapy,53,577
Foreman,7,4,07x04,Massage Therapy,40,414
Billy,7,4,07x04,Massage Therapy,39,391
Cuddy,7,4,07x04,Massage Therapy,38,363
Margaret,7,4,07x04,Massage Therapy,33,370
Taub,7,4,07x04,Massage Therapy,26,164
Wilson,7,4,07x04,Massage Therapy,16,209
Felipe,7,4,07x04,Massage Therapy,12,116
Demonbilly,7,4,07x04,Massage Therapy,1,4
Foreman Interrupting,7,4,07x04,Massage Therapy,1,3
House To Chase,7,4,07x04,Massage Therapy,1,20
House With A Bemused Grin,7,4,07x04,Massage Therapy,1,6
Kelly To Billy,7,4,07x04,Massage Therapy,1,3
Therapist,7,4,07x04,Massage Therapy,1,1
House,7,5,07x05,Unplanned Parenthood,120,1478
Taub,7,5,07x05,Unplanned Parenthood,76,816
Abbey,7,5,07x05,Unplanned Parenthood,48,433
Wilson,7,5,07x05,Unplanned Parenthood,48,430
Foreman,7,5,07x05,Unplanned Parenthood,33,466
Justine,7,5,07x05,Unplanned Parenthood,25,262
Cuddy,7,5,07x05,Unplanned Parenthood,24,226
Cheng,7,5,07x05,Unplanned Parenthood,23,356
Chase,7,5,07x05,Unplanned Parenthood,13,146
Dr Taylor,7,5,07x05,Unplanned Parenthood,6,39
Chang,7,5,07x05,Unplanned Parenthood,5,63
Dr Cheng,7,5,07x05,Unplanned Parenthood,5,70
Nurse,7,5,07x05,Unplanned Parenthood,3,13
Rachel,7,5,07x05,Unplanned Parenthood,3,4
Abbie,7,5,07x05,Unplanned Parenthood,2,22
Dr Frasier,7,5,07x05,Unplanned Parenthood,2,5
House,7,6,07x06,Office Politics,124,1779
Masters,7,6,07x06,Office Politics,78,938
Taub,7,6,07x06,Office Politics,55,550
Foreman,7,6,07x06,Office Politics,49,613
Cuddy,7,6,07x06,Office Politics,39,495
Dugan,7,6,07x06,Office Politics,37,602
Chase,7,6,07x06,Office Politics,26,327
Anderson,7,6,07x06,Office Politics,18,230
Nurse,7,6,07x06,Office Politics,5,45
Wilson,7,6,07x06,Office Politics,5,53
Male Announcer,7,6,07x06,Office Politics,1,63
Masters Looking At The Tv,7,6,07x06,Office Politics,1,6
House,7,7,07x07,A Pox On Our House,109,1526
Masters,7,7,07x07,A Pox On Our House,53,621
Broda,7,7,07x07,A Pox On Our House,33,373
Foreman,7,7,07x07,A Pox On Our House,29,366
Taub,7,7,07x07,A Pox On Our House,27,244
Lulu,7,7,07x07,A Pox On Our House,20,121
Cuddy,7,7,07x07,A Pox On Our House,19,140
Wilson,7,7,07x07,A Pox On Our House,18,296
Niles,7,7,07x07,A Pox On Our House,16,95
Julie,7,7,07x07,A Pox On Our House,13,84
Chase,7,7,07x07,A Pox On Our House,12,108
Sam,7,7,07x07,A Pox On Our House,12,248
Eve,7,7,07x07,A Pox On Our House,11,51
Geerte,7,7,07x07,A Pox On Our House,11,92
Roger,7,7,07x07,A Pox On Our House,8,28
Father,7,7,07x07,A Pox On Our House,3,12
Young Boy,7,7,07x07,A Pox On Our House,3,14
Captain,7,7,07x07,A Pox On Our House,2,68
Eve's Mom,7,7,07x07,A Pox On Our House,2,31
Chases,7,7,07x07,A Pox On Our House,1,19
Doctor,7,7,07x07,A Pox On Our House,1,21
Voice On The Phone,7,7,07x07,A Pox On Our House,1,4
House,7,8,07x08,Small Sacrifices,126,1801
Wilson,7,8,07x08,Small Sacrifices,43,498
Ramon,7,8,07x08,Small Sacrifices,41,445
Taub,7,8,07x08,Small Sacrifices,41,370
Chase,7,8,07x08,Small Sacrifices,37,397
Masters,7,8,07x08,Small Sacrifices,36,345
Cuddy,7,8,07x08,Small Sacrifices,32,315
Foreman,7,8,07x08,Small Sacrifices,18,141
Rachel,7,8,07x08,Small Sacrifices,18,145
Sam,7,8,07x08,Small Sacrifices,12,110
Marisa,7,8,07x08,Small Sacrifices,7,100
Chase & Foreman,7,8,07x08,Small Sacrifices,1,2
Marcus,7,8,07x08,Small Sacrifices,1,4
Master,7,8,07x08,Small Sacrifices,1,13
Nika,7,8,07x08,Small Sacrifices,1,3
House,7,9,07x09,Larger than Life,85,1443
Masters,7,9,07x09,Larger than Life,46,569
Taub,7,9,07x09,Larger than Life,46,510
Jack,7,9,07x09,Larger than Life,40,396
Chase,7,9,07x09,Larger than Life,36,386
Eva,7,9,07x09,Larger than Life,22,235
Cuddy,7,9,07x09,Larger than Life,20,204
Foreman,7,9,07x09,Larger than Life,20,212
Arlene,7,9,07x09,Larger than Life,19,403
Rachel,7,9,07x09,Larger than Life,12,125
Wilson,7,9,07x09,Larger than Life,11,138
Daisy,7,9,07x09,Larger than Life,9,59
Chloe,7,9,07x09,Larger than Life,5,70
Man,7,9,07x09,Larger than Life,4,17
Dina,7,9,07x09,Larger than Life,3,15
Danielle,7,9,07x09,Larger than Life,2,17
Woman,7,9,07x09,Larger than Life,2,9
Chases,7,9,07x09,Larger than Life,1,11
Danielle Staub,7,9,07x09,Larger than Life,1,23
Dina Manzo,7,9,07x09,Larger than Life,1,10
Nurse,7,9,07x09,Larger than Life,1,4
House,7,10,07x10,Carrot or Stick,44,667
Masters,7,10,07x10,Carrot or Stick,36,434
Foreman,7,10,07x10,Carrot or Stick,33,405
Driscoll,7,10,07x10,Carrot or Stick,31,443
Chase,7,10,07x10,Carrot or Stick,29,364
Taub,7,10,07x10,Carrot or Stick,20,329
Landon,7,10,07x10,Carrot or Stick,14,123
Cuddy,7,10,07x10,Carrot or Stick,6,53
Macdonald,7,10,07x10,Carrot or Stick,5,31
Wilson,7,10,07x10,Carrot or Stick,5,64
Winn,7,10,07x10,Carrot or Stick,5,97
Wells,7,10,07x10,Carrot or Stick,4,34
Teacher,7,10,07x10,Carrot or Stick,3,46
Florist,7,10,07x10,Carrot or Stick,1,5
Nurse,7,10,07x10,Carrot or Stick,1,18
Rachel,7,10,07x10,Carrot or Stick,1,1
House,7,11,07x11,Family Practice,93,1645
Cuddy,7,11,07x11,Family Practice,79,848
Arlene,7,11,07x11,Family Practice,45,495
Taub,7,11,07x11,Family Practice,41,425
Masters,7,11,07x11,Family Practice,27,328
Foreman,7,11,07x11,Family Practice,26,297
Chase,7,11,07x11,Family Practice,12,138
Kaufman,7,11,07x11,Family Practice,11,147
Jamie,7,11,07x11,Family Practice,9,215
Julia,7,11,07x11,Family Practice,9,57
Rachel,7,11,07x11,Family Practice,8,146
Arlene's Voice,7,11,07x11,Family Practice,3,28
Timothy's Mom,7,11,07x11,Family Practice,3,27
Cuddy's Voice,7,11,07x11,Family Practice,2,29
Tv,7,11,07x11,Family Practice,2,7
A,7,11,07x11,Family Practice,1,7
B,7,11,07x11,Family Practice,1,6
C,7,11,07x11,Family Practice,1,6
D,7,11,07x11,Family Practice,1,5
E,7,11,07x11,Family Practice,1,6
F,7,11,07x11,Family Practice,1,6
Nurse,7,11,07x11,Family Practice,1,3
Saleswoman,7,11,07x11,Family Practice,1,5
House,7,12,07x12,You Must Remember This,98,1472
Foreman,7,12,07x12,You Must Remember This,58,677
Nadia,7,12,07x12,You Must Remember This,50,503
Taub,7,12,07x12,You Must Remember This,49,540
Chase,7,12,07x12,You Must Remember This,39,544
Masters,7,12,07x12,You Must Remember This,38,426
Wilson,7,12,07x12,You Must Remember This,30,309
Elena,7,12,07x12,You Must Remember This,21,210
Cuddy,7,12,07x12,You Must Remember This,10,125
Henry,7,12,07x12,You Must Remember This,4,63
Wife,7,12,07x12,You Must Remember This,4,23
Patient,7,12,07x12,You Must Remember This,1,12
Policeman,7,12,07x12,You Must Remember This,1,7
House,7,13,07x13,Two Stories,176,2208
Colleen,7,13,07x13,Two Stories,59,520
Zack,7,13,07x13,Two Stories,49,474
Cuddy,7,13,07x13,Two Stories,24,299
Foreman,7,13,07x13,Two Stories,22,205
Corwin,7,13,07x13,Two Stories,15,161
Sophie,7,13,07x13,Two Stories,12,76
Gabe,7,13,07x13,Two Stories,9,79
Masters,7,13,07x13,Two Stories,9,86
Wilson,7,13,07x13,Two Stories,9,53
Hourani,7,13,07x13,Two Stories,8,70
Chase,7,13,07x13,Two Stories,7,46
Dryden,7,13,07x13,Two Stories,7,45
Ms Fields,7,13,07x13,Two Stories,7,110
Timmy,7,13,07x13,Two Stories,7,77
Alex,7,13,07x13,Two Stories,6,33
Boy 1,7,13,07x13,Two Stories,6,25
Kids,7,13,07x13,Two Stories,6,11
Ms Washburn,7,13,07x13,Two Stories,6,50
Taub,7,13,07x13,Two Stories,6,58
Woman,7,13,07x13,Two Stories,5,30
Nurse,7,13,07x13,Two Stories,4,37
Wells,7,13,07x13,Two Stories,4,33
Female Lawyer,7,13,07x13,Two Stories,3,21
Boy 2,7,13,07x13,Two Stories,2,37
Mother,7,13,07x13,Two Stories,2,5
Luke,7,13,07x13,Two Stories,1,3
Ms Corwin,7,13,07x13,Two Stories,1,8
Patients,7,13,07x13,Two Stories,1,1
Phillip,7,13,07x13,Two Stories,1,11
Rachel,7,13,07x13,Two Stories,1,1
Receptionist,7,13,07x13,Two Stories,1,5
Taub & Chase,7,13,07x13,Two Stories,1,3
House,7,14,07x14,Recession Proof,62,1027
Chase,7,14,07x14,Recession Proof,56,495
Masters,7,14,07x14,Recession Proof,53,670
Foreman,7,14,07x14,Recession Proof,48,510
Taub,7,14,07x14,Recession Proof,37,343
Bert,7,14,07x14,Recession Proof,31,402
Wilson,7,14,07x14,Recession Proof,28,270
Diane,7,14,07x14,Recession Proof,22,343
Cuddy,7,14,07x14,Recession Proof,11,129
Officer Smith,7,14,07x14,Recession Proof,4,45
Waiter,7,14,07x14,Recession Proof,1,5
House,7,15,07x15,Bombshells,73,743
Cuddy,7,15,07x15,Bombshells,44,329
Taub,7,15,07x15,Bombshells,38,509
Foreman,7,15,07x15,Bombshells,23,325
Masters,7,15,07x15,Bombshells,23,322
Wilson,7,15,07x15,Bombshells,23,278
Chase,7,15,07x15,Bombshells,19,239
Ryan,7,15,07x15,Bombshells,15,264
Kay,7,15,07x15,Bombshells,4,42
Cop,7,15,07x15,Bombshells,3,29
Rachel,7,15,07x15,Bombshells,3,34
Todd,7,15,07x15,Bombshells,3,43
Julia,7,15,07x15,Bombshells,2,58
Roid Rage,7,15,07x15,Bombshells,2,13
Sitcom Studio Audience,7,15,07x15,Bombshells,2,2
Urologist,7,15,07x15,Bombshells,2,11
House,7,16,07x16,Out Of The Chute,102,1386
Masters,7,16,07x16,Out Of The Chute,52,559
Taub,7,16,07x16,Out Of The Chute,50,580
Wilson,7,16,07x16,Out Of The Chute,34,366
